,Player,Battles_R,Rank,Winrate_R,Avg.frags_R,Avg.damage_R
12288,Blatoons,81,9,49.38,0.6,58391
12288,Richeroo,81,9,49.38,0.49,46621
12288,captlawrence,81,9,49.38,0.49,35617
12288,ratt_504,81,10,49.38,0.58,55750
12288,RaiseOfBlueHulk,81,8,49.38,0.8,53953
12288,opalaturbo77,405,5,49.38,0.61,42248
12288,mahdee08,81,8,49.38,0.53,33076
12288,HARD668,569,6,49.38,0.52,32204
12298,Phaserburn,79,10,49.37,0.49,46924
12298,leonia,158,8,49.37,0.66,56087
12298,Hard1_gunner,79,11,49.37,0.29,24773
12298,jhaigh,158,8,49.37,0.58,43871
12298,GrumpyOldBastard,79,10,49.37,0.72,57041
12298,KriegsMarineWerft,79,9,49.37,0.68,43905
12298,Yalla_Yalla,158,8,49.37,0.77,55045
12298,Pie_Wagon,79,10,49.37,0.66,41243
12298,MESMURDA,79,10,49.37,0.53,43083
12307,aveeix,156,5,49.36,0.76,50225
12307,NYTO_,312,5,49.36,0.66,34856
12307,Honor_y_Gloria,389,6,49.36,0.56,45362
12307,black_shadowk1,156,10,49.36,0.53,48805
12307,HKSRB30EDTT,235,7,49.36,0.71,54577
12312,ALargeWoodenBadger,77,10,49.35,0.47,33230
12312,qusibai,77,8,49.35,0.68,64537
12312,SgtDingleberry,77,11,49.35,0.57,53990
12312,jimmystix11,77,9,49.35,0.73,50399
12312,Pheonixelf,614,5,49.35,0.51,42041
12312,Bismark762,385,4,49.35,0.63,53941
12312,GaoruKabuto18,77,10,49.35,0.55,34612
12312,Harry_Bulzonya,77,9,49.35,0.43,31750
12312,Bishup_1979,77,10,49.35,0.86,52426
12312,Captn_Redbeard,154,7,49.35,0.55,54050
12322,Dentari,75,10,49.33,0.59,49139
12322,moogal,75,8,49.33,0.55,33837
12322,rich__,75,11,49.33,0.16,28190
12322,RBM68,75,10,49.33,0.44,32147
12322,admiralsexybeast,75,10,49.33,0.84,67028
12322,_Master_100,75,9,49.33,0.68,51025
12322,rufins,75,9,49.33,0.89,67745
12322,Thedude1967,75,9,49.33,0.47,38633
12322,Likee_Slamander,75,10,49.33,0.48,21695
12322,CAPT_Indefatigable,150,8,49.33,0.61,33931
12322,lameoll,150,6,49.33,0.79,61068
12333,WoundWeaver,369,5,49.32,0.53,28836
12333,DrJ3kyl,73,9,49.32,0.55,46039
12333,SirSkuzzy,73,9,49.32,0.84,63803
12333,MINOTAUR35,146,9,49.32,0.66,56614
12333,Hilton_Vieira,73,10,49.32,0.42,35468
12338,RodGaba,290,5,49.31,0.63,33685
12338,sergiocuevas8,144,9,49.31,0.59,46446
12338,Grave_Lapis,144,9,49.31,0.64,57459
12341,jplefebvre3,71,10,49.3,1.0,62043
12341,Explos__,286,7,49.3,0.52,28336
12341,darknotsid,71,10,49.3,0.51,49483
12341,IRON_PITBULL,71,10,49.3,0.72,53337
12341,InvisibleKONY,71,9,49.3,1.23,76291
12341,Hyperion_0829,286,3,49.3,0.58,35406
12341,NYCchuck,71,9,49.3,0.48,39476
12341,toymaker391,71,10,49.3,0.73,41078
12341,advanceagent1,284,5,49.3,0.51,24815
12341,Chuckles68,71,9,49.3,0.68,54004
12341,Abnoba,71,9,49.3,0.49,31094
12341,NMCB_UT,71,10,49.3,0.54,45840
12341,Thor_Armor,71,10,49.3,0.52,44201
12341,huntership1,71,10,49.3,0.58,39538
12341,USSKoff,71,10,49.3,0.79,45469
12341,rhulkb27,71,10,49.3,0.76,53905
12341,OHIOcincinnati,284,6,49.3,0.4,17692
12358,trix1017,353,8,49.29,0.54,45296
12358,Meridius_Max,140,7,49.29,0.59,45506
12358,LDOUSN,211,8,49.29,0.45,23965
12361,AshKing,138,10,49.28,0.67,44571
12361,Matashk,69,9,49.28,0.46,34851
12361,eisenhowers,138,7,49.28,0.8,44824
12361,MAJZ,69,10,49.28,0.36,25512
12361,ASCHEER_3055,69,10,49.28,0.41,35936
12361,AdmiralNZ,69,10,49.28,0.48,42611
12361,ghost8044,69,11,49.28,0.39,34050
12361,x_R4F4_x,69,10,49.28,0.77,51524
12361,simon1gameurs,69,11,49.28,0.41,29033
12361,Th0r131313,69,11,49.28,0.55,54895
12371,malvinasnofalklands,274,5,49.27,0.51,30653
12372,Justforkix,408,4,49.26,0.61,48261
12372,DEPUTY1966,270,8,49.26,0.61,23510
12374,clayden,67,10,49.25,0.49,52792
12374,Mortirer,67,9,49.25,0.57,45537
12374,AGIF_AL_AVIV,67,10,49.25,0.27,19843
12374,Burl41,67,10,49.25,0.46,28955
12374,Saberado,67,11,49.25,0.42,35346
12374,370jinxZ,67,10,49.25,0.75,56158
12374,Phoxga,266,5,49.25,0.67,36117
12374,victory_1,67,8,49.25,0.42,37329
12374,CaptLazzy,67,10,49.25,0.52,42799
12374,wargamer4,67,12,49.25,0.61,53299
12374,fred007_defender,67,12,49.25,0.37,35234
12374,notafamousleo,67,7,49.25,0.64,62313
12374,Megaz_XLR,67,9,49.25,0.64,42875
12374,troll982,67,10,49.25,0.7,48963
12374,Dani_Rulo_ARG,199,6,49.25,0.71,48564
12374,canadiangamerzs01,67,10,49.25,0.52,48196
12390,Midw3st,197,8,49.24,0.69,48246
12391,Thorgrimm_the_Vain,65,9,49.23,0.78,34909
12391,L8R,65,10,49.23,0.35,32510
12391,PJWolf,65,9,49.23,0.57,42204
12391,MTKnife,65,9,49.23,0.69,28765
12391,Liteman6,392,6,49.23,0.65,54734
12391,spyderwolverine,260,5,49.23,0.66,45419
12391,DR_SILVER11,65,10,49.23,0.45,37047
12391,Zensaku,65,8,49.23,0.8,42475
12391,Amanattou,65,9,49.23,0.62,46252
12391,Max_Reyreld,65,11,49.23,0.42,48098
12391,bradv146,130,9,49.23,0.5,53888
12391,307427500,130,10,49.23,0.34,31384
12391,MICH0017,65,12,49.23,0.38,38824
12391,njd79,130,10,49.23,0.55,43434
12391,Ship_Destroyer_15,65,11,49.23,0.77,61810
12406,Synyster_Nynja,258,7,49.22,0.6,38125
12406,GakkiDean,256,6,49.22,0.75,60587
12406,Go_For_It_2018,128,10,49.22,0.5,27229
12409,Takiton,63,9,49.21,0.9,43422
12409,sealbeach17,63,11,49.21,0.32,30131
12409,v4sh,252,5,49.21,0.67,43815
12409,JMWW2,63,9,49.21,0.54,30359
12409,Snewus,63,9,49.21,0.48,43459
12409,phantomv1,380,5,49.21,0.59,47884
12409,roaringrookie,63,9,49.21,0.92,66457
12409,Vulture_Grey,63,7,49.21,0.76,35116
12409,needle_gunner,63,10,49.21,0.52,46896
12409,Deaths_Left_Nut,254,8,49.21,0.5,43450
12409,Captzap76,252,5,49.21,0.65,53355
12409,braden5,63,10,49.21,0.87,56725
12409,goldbadge2003,63,10,49.21,0.33,29327
12422,W1gl07_,187,8,49.2,0.71,56408
12423,OddBall073,185,9,49.19,0.61,39203
12423,treeblazer83,309,7,49.19,0.47,26357
12423,lodi01,124,7,49.19,0.77,61218
12423,Capt10nsA77,124,9,49.19,0.61,42680
12423,_DeMiKaS_,246,4,49.19,0.56,43946
12423,First_Sea_Lord_RN,307,5,49.19,0.61,56304
12429,Freewheelin,61,11,49.18,0.57,30723
12429,eers,61,10,49.18,0.64,48156
12429,sparcer,61,9,49.18,0.66,38528
12429,crispy1996,61,10,49.18,0.51,30429
12429,John_K08,61,9,49.18,0.72,43573
12429,Doublenasty,61,9,49.18,0.49,26590
12429,LtCdr_Flynn,61,10,49.18,0.48,47377
12429,xbox1texassleestak,61,10,49.18,0.61,45745
12429,captcook_111,122,9,49.18,0.33,28315
12429,ttri,61,10,49.18,0.44,32791
12429,Fitzwise,122,11,49.18,0.37,31422
12429,CN__fighter,244,7,49.18,0.64,52666
12429,Abbuchadnezar,122,9,49.18,0.52,44859
12442,HMAS_Warchild,181,6,49.17,0.64,37663
12443,Evpasaro,417,4,49.16,0.56,32319
12444,Snow_Job,59,9,49.15,0.92,58150
12444,98Gdude,59,10,49.15,0.49,44996
12444,Kuviera,59,10,49.15,0.41,43711
12444,FATSHARK77,59,11,49.15,0.8,42872
12444,Richard_Magarian,59,11,49.15,0.24,26857
12444,dvsgitan,59,11,49.15,0.46,39136
12444,Pantheon995,59,11,49.15,0.42,48738
12444,drtvr,59,9,49.15,0.32,16597
12444,Captain_Coz,234,5,49.15,0.66,50999
12444,1Flakbait,177,7,49.15,0.57,28567
12444,GSP_Jax,354,6,49.15,0.61,55401
12444,Anomandar,59,10,49.15,0.63,55855
12444,Presleeling,59,8,49.15,0.68,61923
12444,THEMILLANATOR,59,10,49.15,0.58,44055
12444,Tactical_Insanity,59,9,49.15,0.8,55532
12459,_Gor_,116,6,49.14,0.83,63805
12459,REYBEN3000,116,12,49.14,0.47,45685
12459,_eisen_stahl_,175,7,49.14,0.62,58407
12459,Zkyzytuz,116,9,49.14,0.41,39968
12459,OutsiderOuO,116,5,49.14,1.27,75477
12459,angusdad,116,9,49.14,0.56,44757
12465,Thosjn,173,10,49.13,0.26,30590
12466,Xercidium,57,7,49.12,0.77,56874
12466,markwillow94,57,10,49.12,0.46,36820
12466,n0m3,57,10,49.12,0.65,40919
12466,OutLands,57,9,49.12,0.47,34484
12466,EtherlightEX,57,8,49.12,0.63,54607
12466,Gam32,57,10,49.12,0.28,29489
12466,USS_Johnston_DD_557,57,10,49.12,0.67,35225
12466,o4x4,114,6,49.12,0.74,43506
12466,Jam3s_cc,57,11,49.12,0.7,52005
12466,Powerslave1,57,10,49.12,0.4,31779
12466,lucreciogamer,57,9,49.12,0.72,53756
12466,805Slayer,57,10,49.12,0.39,52346
12466,marcelo_taira,57,9,49.12,0.84,49265
12466,ECPcharles,57,10,49.12,0.79,66324
12466,Das_Kommandant,57,10,49.12,0.75,48603
12466,tomsnarski,57,12,49.12,0.68,36144
12466,trantomdon,57,10,49.12,0.54,49384
12466,BombitaRodriguez,57,9,49.12,0.82,34060
12466,Damnokles,57,10,49.12,0.58,47784
12466,JP_Sasebo,57,9,49.12,0.82,57361
12466,Lesthev,57,10,49.12,0.63,59011
12466,InfidelNextDoor,57,10,49.12,0.53,29900
12488,Potato_Killer_,112,10,49.11,0.52,35206
12488,ShallNotFerish,281,5,49.11,0.58,36006
12488,Jcubx,112,10,49.11,0.47,33759
12488,grosbeto,281,8,49.11,0.69,58789
12488,Executist,169,9,49.11,0.69,52359
12493,Rocodilon,389,1,49.1,0.57,28375
12494,Peregrinhawk,55,8,49.09,0.56,48271
12494,ARMADILL0,55,10,49.09,0.38,30859
12494,dustraider,220,6,49.09,0.66,48088
12494,HithC,110,8,49.09,0.33,37713
12494,harryzon,55,9,49.09,0.82,63914
12494,Contagious_Bill,165,8,49.09,0.59,28011
12494,Pitbalto,330,6,49.09,0.53,42583
12494,Bobby_Lite,110,10,49.09,0.55,40626
12494,frostyc,165,6,49.09,0.55,37220
12494,Corning,55,10,49.09,0.49,33611
12494,iha_asc,383,7,49.09,0.55,34587
12494,cristianocorrea9,55,10,49.09,0.4,47134
12494,Killer_Rush,55,10,49.09,0.55,34803
12494,RemusTargaryen,110,8,49.09,0.49,52875
12494,DedeRJ,55,10,49.09,0.6,47806
12494,B0hater,55,12,49.09,0.55,39992
12510,fuzzylollipop,108,9,49.07,0.55,39850
12511,CzechMonster,53,10,49.06,0.96,61459
12511,scragg,106,10,49.06,0.31,16877
12511,xCommunistOwlx,53,10,49.06,0.55,29261
12511,JackRaid,106,9,49.06,0.64,45870
12511,tree2012,53,10,49.06,0.58,34633
12511,BlessedMes57,53,9,49.06,0.3,30924
12511,cheebacah,106,10,49.06,0.44,33345
12511,Ragnar_Hammersbane,53,11,49.06,0.58,52844
12511,The_Devil_Seab_Himself,53,11,49.06,0.64,44806
12511,Suzuka_Dairenji,106,6,49.06,0.61,61973
12511,Dileas_aw,53,10,49.06,0.68,58870
12511,Falcon1One,53,10,49.06,0.58,36740
12511,M0t0rmuis,106,8,49.06,0.62,49568
12511,total_war_gamer,53,10,49.06,0.51,47161
12511,ewtewtg,53,11,49.06,0.68,54254
12511,Jsteel_1,53,10,49.06,0.81,54352
12511,San_Vitochas,106,6,49.06,0.73,37600
12511,A_Luger_Wielding_German,53,10,49.06,0.72,53567
12511,chengkai_xue,53,10,49.06,0.43,53907
12511,ACTHE_destroyer2020,53,11,49.06,0.51,45360
12511,CheesyBeef3969,53,10,49.06,0.3,40667
12532,sir_oregon,104,10,49.04,0.67,45544
12532,NoBuzz,104,8,49.04,0.54,42888
12532,Bighigh,104,8,49.04,0.75,54758
12532,Zip_Zip,208,8,49.04,0.69,45589
12532,unrel8d,104,9,49.04,0.81,52497
12532,wcarraway,104,10,49.04,0.38,24125
12532,destoryer_463,104,10,49.04,0.7,46509
12532,popeye_da_seaman,208,5,49.04,0.39,30459
12532,Charles0617,157,11,49.04,0.7,49187
12532,Danzeal,104,8,49.04,0.56,24109
12542,sandmancristian,257,8,49.03,0.62,57702
12542,knowskill2,257,8,49.03,0.54,48829
12542,NoblenessDee,359,5,49.03,0.52,39095
12545,relampago,51,11,49.02,0.65,48822
12545,Hamma_Time,51,11,49.02,0.39,34085
12545,BilalX,51,11,49.02,0.49,36401
12545,EagleE9,102,9,49.02,0.59,28785
12545,TigerExpert,102,9,49.02,0.49,47445
12545,Corsair_I,102,9,49.02,0.66,38558
12545,EvilTreeSock,51,11,49.02,0.75,74349
12545,Darkforcem80,102,10,49.02,0.46,35032
12545,gun_ho,51,11,49.02,0.55,29011
12545,Cr4zy_Iv4n,51,9,49.02,0.75,53153
12545,Cap_Fox_Mulder73,51,10,49.02,0.65,47272
12545,napalmdog101,51,9,49.02,0.73,51518
12545,global90,51,9,49.02,0.53,35058
12545,JUAN_BAUTISTA_Rivas,102,9,49.02,0.33,23264
12545,Daniel_Lee_iron,51,10,49.02,0.59,33779
12545,hwh1sky,51,9,49.02,0.37,23179
12545,Kuha_Cola,51,10,49.02,0.63,52813
12545,JamesWest18,102,9,49.02,0.57,44435
12545,zBulletStormZz,51,10,49.02,0.47,43404
12545,splaykibles169,51,9,49.02,0.59,46729
12545,yGesta,306,7,49.02,0.59,45104
12566,Meta_Man,251,5,49,0.71,31628
12566,CommanderCox,100,8,49,0.68,41443
12566,PauloMatheus_2,300,3,49,0.64,44115
12566,DarkSoul1978,251,5,49,0.63,43953
12566,Lochib,300,6,49,0.59,44953
12566,Dragonlegit_Flyer,100,9,49,0.81,49390
12566,EL_GRAN_TEMPLARIO,249,9,49,0.58,45199
12566,Tribal_Typhoon,100,11,49,0.63,44416
12574,benkei_san,247,7,48.99,0.51,32788
12574,Nozmirc_,149,9,48.99,0.58,43673
12576,Ultra7mag,49,10,48.98,0.59,35861
12576,LunaStorm,49,10,48.98,0.41,42430
12576,Cabalis,49,10,48.98,0.47,28836
12576,Skipray01,49,10,48.98,0.39,39305
12576,Shartstang,98,9,48.98,0.44,36964
12576,agrimreaper85,49,9,48.98,0.57,58402
12576,Svr54_2,98,8,48.98,0.7,56256
12576,Mad_Mandolorian,49,11,48.98,0.47,44402
12576,nachd,49,11,48.98,0.45,55450
12576,PackedPurse,49,10,48.98,0.59,64061
12576,Capiroto_do_Mal,98,10,48.98,0.5,43609
12576,ROCHA53,49,10,48.98,0.53,48648
12576,Werner_Wolffe,49,10,48.98,0.63,41007
12576,josedepa,49,9,48.98,0.53,56762
12576,frank0928_1,49,10,48.98,0.51,32131
12576,Gaco13,49,10,48.98,0.57,58525
12576,OneShipFleet,588,6,48.98,0.42,34533
12576,Yowamushi,394,6,48.98,0.55,44542
12576,EB_SYRACUSE,49,11,48.98,0.78,59180
12576,Spoinkin,49,9,48.98,0.45,36741
12576,SteveO1084,98,6,48.98,0.57,42135
12576,Dark_Joaking,49,9,48.98,0.78,60319
12576,Bacon_Whiskey,49,12,48.98,0.65,42468
12576,Naos_Dorado,98,11,48.98,0.28,23608
12600,Carlicu,584,8,48.97,0.51,29687
12600,WillstrumX,145,8,48.97,0.51,40819
12600,KptzS_Otto_Kahler,292,5,48.97,0.61,39003
12600,BurntOut_Koalas,243,6,48.97,0.67,43416
12604,Jarrel62,96,10,48.96,0.41,43740
12604,ConstitutionaLibertarian,96,10,48.96,0.66,54905
12604,rgharvey1978,431,6,48.96,0.57,36064
12604,Drifter_X,96,9,48.96,0.6,53864
12604,Bullseyeonmyback,96,11,48.96,0.67,54711
12609,fortkiller,237,8,48.95,0.55,49746
12609,jagul_8,239,8,48.95,0.45,39995
12609,ListHead,237,7,48.95,0.57,40143
12612,IronSoldier,47,9,48.94,0.96,66796
12612,gijay,94,10,48.94,0.41,51988
12612,Monte32,94,10,48.94,0.51,34167
12612,werepanda,47,10,48.94,0.45,32831
12612,aspidito,47,11,48.94,0.32,37766
12612,KemosabeQ,47,10,48.94,0.51,41970
12612,dlstpierre,47,10,48.94,0.4,35421
12612,MurdockJones,94,9,48.94,0.79,51194
12612,koala_2014,47,10,48.94,0.53,49737
12612,Litch_MeHoff,47,8,48.94,1.0,59413
12612,Superakm,47,10,48.94,0.49,43297
12612,KotaruTsukishiro,94,9,48.94,0.76,57764
12612,Starys_BoxeR,47,11,48.94,0.74,59144
12612,SgtPepperJr,47,10,48.94,0.64,56127
12612,mosleyinthemist007,47,10,48.94,0.79,51045
12612,mafiainfused,47,11,48.94,0.87,74545
12612,BRADY171WoW,47,8,48.94,0.98,66812
12612,BNB77,141,9,48.94,0.77,41903
12612,Zver0boy,470,1,48.94,0.6,48691
12612,Fenu,47,10,48.94,0.96,78853
12612,LKS0168,47,9,48.94,0.49,47329
12612,cpt99117733,47,10,48.94,0.55,48925
12612,Rogue_610,188,9,48.94,0.61,45114
12612,Box_Hound,47,9,48.94,0.64,33360
12612,Arkeryn,47,10,48.94,0.81,43844
12612,DeezHugENutz,94,10,48.94,0.38,30527
12612,Ludendorf_2020,47,10,48.94,0.45,32040
12612,FURY_1943_,141,7,48.94,0.57,51445
12640,killeveryonexxx,233,7,48.93,0.65,42747
12641,DrDavos,231,6,48.92,0.69,61740
12641,Jzmari,139,5,48.92,0.71,43651
12643,rick45,274,7,48.91,0.85,69084
12643,ZetaTheCoyote,92,10,48.91,0.39,42381
12643,dannerb,92,9,48.91,0.32,36283
12643,GrumpyGus___oops,366,5,48.91,0.46,37324
12643,CmdrVenom,92,9,48.91,0.41,25136
12643,Bishop_Gregor,137,9,48.91,0.56,45193
12643,39Saku_Chan,274,6,48.91,0.61,45590
12650,RebelBushWookie,45,9,48.89,0.69,57698
12650,brosio,90,10,48.89,0.62,47584
12650,Grallon,45,10,48.89,0.58,45208
12650,belerofonte82,135,9,48.89,0.57,43200
12650,Pancho_Elizalde55,45,11,48.89,0.4,33992
12650,MINIClubmanS,45,9,48.89,0.69,64518
12650,jeremywood513,45,10,48.89,0.56,37631
12650,Admiral_Andy,45,10,48.89,0.91,58983
12650,Selie,45,10,48.89,0.6,35565
12650,Heattab,90,10,48.89,0.72,44734
12650,Nocturnal_jester,90,12,48.89,0.54,40792
12650,boonito,45,12,48.89,0.18,25521
12650,CheDomino,315,10,48.89,0.4,25434
12650,Baltic_45,45,10,48.89,0.31,39310
12650,Adm_Twinkies,90,9,48.89,0.68,51578
12650,Super_kid_54,45,9,48.89,1.16,51066
12650,alejoet94,90,8,48.89,0.77,54966
12650,CoreioBR,90,9,48.89,0.57,46372
12650,Battery2017,135,8,48.89,0.67,51939
12650,Badname234,45,9,48.89,0.51,38012
12650,SucL,45,10,48.89,0.73,48910
12650,PetGhost6,45,10,48.89,0.67,47082
12650,Hvdinh_HD,45,10,48.89,0.69,67352
12650,AcesHi6h,90,11,48.89,0.36,34739
12650,Jonnydoh,45,10,48.89,0.78,70900
12675,BIGBLACKPAPABLUES,178,4,48.88,0.92,46131
12676,Xcalib3r,487,1,48.87,0.72,39282
12677,DarkWrath22,88,10,48.86,0.39,22273
12677,D_Oliveira,219,5,48.86,0.71,55861
12677,tatompkins,88,9,48.86,0.48,31864
12677,NeptuniumCrush,88,10,48.86,0.49,31917
12677,goober81,176,8,48.86,0.69,43261
12677,ttyttytt,88,9,48.86,0.55,38805
12677,ma_999,88,8,48.86,0.65,64606
12684,nolannorthup,217,6,48.85,0.71,45387
12685,tino6,86,10,48.84,0.55,38120
12685,Hokiesnation,43,11,48.84,0.6,51242
12685,TheRealAtago,43,10,48.84,0.3,21280
12685,Shadewe,43,11,48.84,0.86,56321
12685,Sassy26,43,10,48.84,0.37,32567
12685,LeiTbadDream,43,9,48.84,0.6,36632
12685,The_Brett,43,10,48.84,0.49,45350
12685,tomwushu,258,6,48.84,0.58,50443
12685,Jasonedier,43,10,48.84,0.56,49615
12685,khestergk,43,12,48.84,0.28,20306
12685,Leadtop32,43,9,48.84,0.42,58028
12685,Cap_750,43,10,48.84,0.28,16012
12685,Sharkbait_416,43,9,48.84,0.65,50288
12685,HiddenFromYou,43,10,48.84,1.0,60784
12685,Montagne_XD,86,8,48.84,0.65,52400
12685,kc9212,43,10,48.84,0.47,47266
12685,ALEK_CT,86,8,48.84,0.7,55375
12685,mules_84,43,11,48.84,0.53,39742
12685,Griffprime,43,11,48.84,0.47,50530
12685,thelostboys101,344,6,48.84,0.56,45276
12685,CrownJuless,43,9,48.84,0.74,63664
12685,EnderWigginDragonArmy,43,10,48.84,0.63,55246
12685,Amfleet,43,10,48.84,0.47,46417
12685,Friz0,43,10,48.84,0.51,42700
12685,chappy121212,43,10,48.84,0.56,48813
12685,Zevon_1,86,9,48.84,0.34,33313
12685,Daniel_Enrique_Rojas,43,10,48.84,0.6,43597
12685,The_King_of_Warships,43,10,48.84,0.47,33303
12713,tooboku,256,6,48.83,0.64,34173
12714,timmyutah,127,9,48.82,0.4,40242
12714,Kinkytail,170,5,48.82,0.67,55174
12714,Ruben_Gaspar_Santangelo,127,10,48.82,0.53,45446
12714,TeutonicKnight_Rise,297,6,48.82,0.68,57857
12714,bseant,127,10,48.82,0.49,50835
12719,HarryBallzagna,168,10,48.81,0.65,51239
12719,TazUSAF,379,6,48.81,0.58,33558
12719,Acidfolk1,84,9,48.81,0.49,40896
12719,cheeseweed,84,10,48.81,0.74,46183
12719,Captain_Kirox,295,5,48.81,0.59,31905
12724,Aquitania,209,8,48.8,0.65,38527
12724,TerGar,332,4,48.8,0.63,50839
12726,Synystarr,248,6,48.79,0.79,42490
12726,EvelAye,373,6,48.79,0.51,37617
12726,Exirce,248,5,48.79,0.8,49248
12729,War_Hawk99,41,11,48.78,0.56,45025
12729,Froderick22,41,11,48.78,0.68,47546
12729,Rizzo,41,10,48.78,1.07,76529
12729,Captain_Insano,41,10,48.78,0.68,44734
12729,xDeath_Hazardx,41,10,48.78,0.76,55861
12729,ColinC2,82,10,48.78,0.66,46382
12729,grougier,41,11,48.78,0.59,42635
12729,shahin_usa,41,10,48.78,0.39,25793
12729,Ligher,41,10,48.78,0.73,41112
12729,General_Cesar,41,10,48.78,0.49,45762
12729,Pegasus1971,41,10,48.78,0.63,32451
12729,OldSteel_Potato,41,10,48.78,0.51,31672
12729,Persinitrix,41,11,48.78,0.83,54447
12729,shepahotep,41,9,48.78,0.63,59821
12729,Data2225,41,11,48.78,0.59,34942
12729,Captain_Squid,82,10,48.78,0.4,35893
12729,C_Viktor,82,9,48.78,0.88,63373
12729,anndz,123,7,48.78,0.56,31142
12729,Will6676,41,10,48.78,0.49,21699
12729,Pyro_2016,41,10,48.78,0.27,27764
12729,elmar_2016,123,9,48.78,0.62,36975
12729,Lethal_Shott,41,10,48.78,0.85,59441
12729,Patton_Carp,41,10,48.78,0.49,48340
12729,SargerosKravenX,41,12,48.78,0.88,66157
12729,noverby,205,7,48.78,0.53,27686
12729,thenormie61,41,9,48.78,0.93,78628
12729,Gixxy1,41,10,48.78,0.8,45680
12729,evilpopeye666,41,12,48.78,0.73,48874
12729,gc921,82,10,48.78,0.55,56766
12729,IndomitableOdor,41,10,48.78,0.37,26200
12729,calibregrosso_tuga_PT,41,9,48.78,0.61,50022
12729,1incredable,82,8,48.78,0.72,60549
12729,RazgriesMkII,41,10,48.78,0.66,52703
12729,JayRow2018,82,9,48.78,0.62,53316
12729,Mugi_satellizer_231,82,8,48.78,0.72,51250
12729,ninjamaag,123,9,48.78,0.8,55733
12765,ricon56,162,12,48.77,0.41,21592
12765,Maddtim,203,10,48.77,0.59,50279
12765,_TheFlyingDutchman_,324,6,48.77,0.56,36406
12765,anadami25,203,6,48.77,0.59,42329
12769,Bodney_Bojangles,363,6,48.76,0.58,33490
12770,nzrogue,160,7,48.75,0.67,53961
12770,NIGHT_PATROL,80,10,48.75,0.3,26083
12770,RAZGR1Z89,80,9,48.75,0.81,72597
12770,oxothnk_sail,160,8,48.75,0.69,48001
12770,mturk191191,80,11,48.75,0.49,51524
12770,jay_ten1,80,10,48.75,0.54,52403
12770,mknote,80,9,48.75,0.49,30405
12770,_QQQQ_,439,9,48.75,0.59,47638
12770,AlmiranteNelson_1_1,80,10,48.75,0.61,49966
12770,SpeedPlus,80,11,48.75,0.68,49761
12780,SAF44,119,7,48.74,0.34,23050
12780,vectoredsilence,119,9,48.74,0.65,38080
12782,BR_DVD,236,9,48.73,0.58,34086
12783,Mr_Destructo,39,10,48.72,0.82,52754
12783,IckaPrick,39,9,48.72,0.54,38004
12783,Admiral_Revan_AJSA,78,11,48.72,0.5,33435
12783,SeaVulpine,39,9,48.72,0.67,28885
12783,blurryduck,78,10,48.72,0.56,49312
12783,snookmaster101,78,9,48.72,0.54,55525
12783,Grungie1965,39,10,48.72,0.38,28006
12783,DdaneT100,78,11,48.72,0.59,44968
12783,True_Neutral,39,10,48.72,0.54,51141
12783,Willy55_1955,39,10,48.72,0.9,65654
12783,turtle6375,39,8,48.72,0.87,61503
12783,longshotmatt,39,11,48.72,0.67,47186
12783,Zarklog,39,10,48.72,1.1,79702
12783,Karni2408,39,10,48.72,0.67,54934
12783,Trident_ship,39,10,48.72,0.67,41321
12783,LTC_Don,39,9,48.72,0.79,41774
12783,KILLDragon117,39,10,48.72,0.51,51499
12783,Halador,39,10,48.72,0.46,46660
12783,Vanchin_Af,39,10,48.72,0.49,61554
12783,nicBF,39,9,48.72,1.23,80689
12783,ETOETA,39,9,48.72,0.77,73959
12783,Ashtonclutcher,39,10,48.72,0.51,48864
12783,Awake94,78,10,48.72,0.56,46442
12783,fixer_1140,39,9,48.72,1.1,59150
12783,Tgun1972,39,11,48.72,0.62,50919
12783,theWhiteBeanPole,39,11,48.72,0.62,56944
12783,henry_arguello10,39,11,48.72,0.33,16213
12783,icantandiwont,78,9,48.72,0.68,46641
12783,Pukey,78,9,48.72,0.81,63156
12783,Ybelgni,78,9,48.72,0.82,69698
12783,Sidworkz,39,9,48.72,0.49,45502
12783,jeffrey0930,273,8,48.72,0.53,44864
12783,Erwin_Rommel2004,39,10,48.72,0.54,63017
12816,Admiral_Blow_Hard,154,9,48.7,0.47,31949
12816,Nagato_1,386,6,48.7,0.6,28193
12816,Commander_Michiru1999,115,9,48.7,0.71,36370
12819,Sea_Dawgz,191,8,48.69,0.5,29394
12820,Social_Ontology,76,10,48.68,0.75,49885
12820,mrmyst3rious,76,8,48.68,0.76,63320
12820,pearlbones,341,3,48.68,0.87,58922
12820,Layzers,228,8,48.68,0.57,41310
12820,OkieOFT,76,8,48.68,0.22,18227
12820,BadRomans,76,9,48.68,0.58,29930
12826,slyder69,113,10,48.67,0.58,45524
12826,JRW,113,9,48.67,0.45,33307
12826,EmmanuelMX,113,8,48.67,0.7,56314
12829,Eric_Moe,374,5,48.66,0.41,39439
12830,OGRUF,37,10,48.65,0.65,44825
12830,Faranbrygo,37,10,48.65,0.59,47103
12830,rednov,74,9,48.65,0.65,52182
12830,General_FireBall,37,9,48.65,0.95,62877
12830,_Gibbo_,37,10,48.65,0.65,64958
12830,sakuradai,111,11,48.65,0.38,26573
12830,zeontank,37,9,48.65,0.68,39333
